Frontal,Parietal,Temporal,Occipital,Cerebellum,Brain Stem,Basal Ganglia,Limbic,test
0.015467030081758228,0.02451286707159238,0.013565439356092343,0.019163029245492614,0.02239760258778722,0.031914691479566194,0.0260940512811862,0.023552816537599174,mdt
0.02375348596443275,0.016255569936654488,0.02053215871547363,0.026649427615840264,0.019873006049743368,0.01387075387060131,0.018000834274066856,0.02210201095605635,cst
0.013604272120305919,0.021283072629969275,0.011671731657729723,0.01278921405351841,0.018796844182978893,0.016814309781800735,0.027472467784546987,0.014772921691500926,pst
0.007926199694227106,0.014120268336683589,0.0042310057236879094,0.00857615116090286,0.002957893083338328,0.003945084196839518,0.01464740504690948,0.010314814980948613,wst
