Frontal,Parietal,Temporal,Occipital,Cerebellum,Brain Stem,Basal Ganglia,Limbic,test
0.019277071675916,0.03245678153053714,0.013455637864302178,0.02403353665841065,0.018533215820219287,0.044760082789021084,0.0352163088156175,0.025292008412310996,mdt
0.011734141396299906,0.00570885914789619,0.015011289500493137,0.01061589992712367,0.010843530175727386,0.027387248763047597,0.016822708465663205,0.011685930760607229,cst
0.010703402777428282,0.012707001025036083,0.00607045824781823,0.016302352471748473,0.014908353522014382,0.051050633306195047,0.039570292445834064,0.03249634229774254,pst
0.011062152667944587,0.015411845522372705,0.006814185786447614,0.012228932662439794,0.00605691374557627,0.013200881598772956,0.021458311361428645,0.013434725649805886,wst
